,Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,강우감지,일사량,외부풍속,지습,급액횟수,급액EC(dS/m),급액pH,급액량(회당)
3044,590,farm30,20170311,24주차,380.0,87.8033333,18.3495833,0.0,1163,1.3195833,30.414950352866246,8,2.67,5.64,101
3045,591,farm30,20170305,24주차,380.0,88.6325,17.93,0.0,1724,1.2225,30.414950352866246,13,2.69,4.58,96
3046,591,farm30,20170306,24주차,379.4720833,89.4125,18.2204167,0.0,1584,0.9533333,30.414950352866246,14,2.76,5.61,97
3047,591,farm30,20170307,24주차,379.5054167,91.3045833,18.2470833,0.0,1720,1.4379167,30.414950352866246,15,2.67,4.37,93
3048,591,farm30,20170308,24주차,380.0,89.40625,17.8104167,0.0,1933,1.2816667,30.414950352866246,13,2.7,5.34,95
3049,591,farm30,20170309,24주차,380.0,87.91,18.0116667,0.0,1517,1.4158333,30.414950352866246,15,2.81,5.65,90
3050,591,farm30,20170310,24주차,380.0,90.7075,18.3154167,0.0,1865,1.07,30.414950352866246,14,2.64,4.39,96
3051,591,farm30,20170311,24주차,380.0,87.8033333,18.3495833,0.0,1163,1.3195833,30.414950352866246,8,2.67,5.64,101
3052,594,farm30,20170312,25주차,379.4541667,93.15875,17.9570833,0.0,1837,0.6295833,30.414950352866246,14,2.7,4.17,92
3053,594,farm30,20170313,25주차,378.4945833,87.2141667,18.53625,0.0,479,1.1525,30.414950352866246,8,2.68,5.66,90
3054,594,farm30,20170314,25주차,380.0,96.3758333,16.1225,0.4141667,1836,1.4391667,30.414950352866246,15,2.7,5.29,96
3055,594,farm30,20170315,25주차,380.0,90.1066667,18.5129167,0.2195833,1438,1.8408333,30.414950352866246,15,2.82,5.76,93
3056,594,farm30,20170316,25주차,378.9445833,92.0941667,17.9916667,0.0,1378,0.7995833,30.414950352866246,13,2.79,5.71,99
3057,594,farm30,20170317,25주차,378.9445833,92.19125,18.11,0.0,1073,1.05375,30.414950352866246,8,2.69,5.62,99
3058,594,farm30,20170318,25주차,379.4891667,94.9625,17.8941667,0.0729167,505,1.1983333,30.414950352866246,10,2.71,5.67,94
3059,595,farm30,20170312,25주차,379.4541667,93.15875,17.9570833,0.0,1837,0.6295833,30.414950352866246,14,2.7,4.17,92
3060,595,farm30,20170313,25주차,378.4945833,87.2141667,18.53625,0.0,479,1.1525,30.414950352866246,8,2.68,5.66,90
3061,595,farm30,20170314,25주차,380.0,96.3758333,16.1225,0.4141667,1836,1.4391667,30.414950352866246,15,2.7,5.29,96
3062,595,farm30,20170315,25주차,380.0,90.1066667,18.5129167,0.2195833,1438,1.8408333,30.414950352866246,15,2.82,5.76,93
3063,595,farm30,20170316,25주차,378.9445833,92.0941667,17.9916667,0.0,1378,0.7995833,30.414950352866246,13,2.79,5.71,99
3064,595,farm30,20170317,25주차,378.9445833,92.19125,18.11,0.0,1073,1.05375,30.414950352866246,8,2.69,5.62,99
3065,595,farm30,20170318,25주차,379.4891667,94.9625,17.8941667,0.0729167,505,1.1983333,30.414950352866246,10,2.71,5.67,94
3066,597,farm30,20170319,26주차,378.9783333,96.87,15.9841667,1.0,1277,1.1416667,30.414950352866246,11,2.77,5.59,101
3067,597,farm30,20170320,26주차,380.0,93.8004167,17.7325,0.0616667,1432,1.4270833,30.414950352866246,13,2.82,5.66,97
3068,597,farm30,20170321,26주차,380.0,92.3645833,17.80375,0.00625,1720,1.4033333,30.414950352866246,14,2.7,4.37,101
3069,597,farm30,20170322,26주차,380.0,90.7191667,18.5029167,0.0479167,328,1.08125,30.414950352866246,9,2.68,5.75,92
3070,597,farm30,20170323,26주차,379.52,97.0079167,16.0558333,0.2729167,1981,0.7970833,30.414950352866246,14,2.65,5.15,97
3071,597,farm30,20170324,26주차,380.0,88.4325,18.835,0.0,689,1.2345833,30.414950352866246,8,2.64,5.64,101
3072,597,farm30,20170325,26주차,380.0,95.08375,17.83875,0.4025,1240,0.9783333,30.414950352866246,12,2.8,5.63,96
3073,598,farm30,20170319,26주차,378.9783333,96.87,15.9841667,1.0,1277,1.1416667,30.414950352866246,11,2.77,5.59,101
3074,598,farm30,20170320,26주차,380.0,93.8004167,17.7325,0.0616667,1432,1.4270833,30.414950352866246,13,2.82,5.66,97
3075,598,farm30,20170321,26주차,380.0,92.3645833,17.80375,0.00625,1720,1.4033333,30.414950352866246,14,2.7,4.37,101
3076,598,farm30,20170322,26주차,380.0,90.7191667,18.5029167,0.0479167,328,1.08125,30.414950352866246,9,2.68,5.75,92
3077,598,farm30,20170323,26주차,379.52,97.0079167,16.0558333,0.2729167,1981,0.7970833,30.414950352866246,14,2.65,5.15,97
3078,598,farm30,20170324,26주차,380.0,88.4325,18.835,0.0,689,1.2345833,30.414950352866246,8,2.64,5.64,101
3079,598,farm30,20170325,26주차,380.0,95.08375,17.83875,0.4025,1240,0.9783333,30.414950352866246,12,2.8,5.63,96
3080,600,farm30,20170326,27주차,380.0,93.74125,18.0245833,0.1141667,2058,1.09,30.414950352866246,13,2.66,4.76,92
3081,600,farm30,20170327,27주차,380.0,86.7058333,18.6566667,0.0,2194,1.2395833,30.414950352866246,15,2.67,4.5,88
3082,600,farm30,20170328,27주차,380.0,82.9520833,19.5270833,0.0,2057,1.0658333,30.414950352866246,15,2.67,4.09,90
3083,600,farm30,20170329,27주차,376.9004167,82.92875,19.2445833,0.0,302,1.1970833,30.414950352866246,9,2.69,5.68,99
3084,600,farm30,20170330,27주차,378.9079167,96.44375,17.6416667,1.0,197,2.4595833,30.414950352866246,9,2.66,5.63,97
3085,600,farm30,20170331,27주차,378.4166667,97.4966667,17.88875,0.3645833,2010,1.715,30.414950352866246,13,2.69,5.2,89
3086,600,farm30,20170401,27주차,379.4720833,88.5945833,20.2066667,0.0,2155,1.26,30.414950352866246,14,2.71,4.17,96
3087,601,farm30,20170326,27주차,380.0,93.74125,18.0245833,0.1141667,2058,1.09,30.414950352866246,13,2.66,4.76,92
3088,601,farm30,20170327,27주차,380.0,86.7058333,18.6566667,0.0,2194,1.2395833,30.414950352866246,15,2.67,4.5,88
3089,601,farm30,20170328,27주차,380.0,82.9520833,19.5270833,0.0,2057,1.0658333,30.414950352866246,15,2.67,4.09,90
3090,601,farm30,20170329,27주차,376.9004167,82.92875,19.2445833,0.0,302,1.1970833,30.414950352866246,9,2.69,5.68,99
3091,601,farm30,20170330,27주차,378.9079167,96.44375,17.6416667,1.0,197,2.4595833,30.414950352866246,9,2.66,5.63,97
3092,601,farm30,20170331,27주차,378.4166667,97.4966667,17.88875,0.3645833,2010,1.715,30.414950352866246,13,2.69,5.2,89
3093,601,farm30,20170401,27주차,379.4720833,88.5945833,20.2066667,0.0,2155,1.26,30.414950352866246,14,2.71,4.17,96
3094,602,farm30,20170326,27주차,380.0,93.74125,18.0245833,0.1141667,2058,1.09,30.414950352866246,13,2.66,4.76,92
3095,602,farm30,20170327,27주차,380.0,86.7058333,18.6566667,0.0,2194,1.2395833,30.414950352866246,15,2.67,4.5,88
3096,602,farm30,20170328,27주차,380.0,82.9520833,19.5270833,0.0,2057,1.0658333,30.414950352866246,15,2.67,4.09,90
3097,602,farm30,20170329,27주차,376.9004167,82.92875,19.2445833,0.0,302,1.1970833,30.414950352866246,9,2.69,5.68,99
3098,602,farm30,20170330,27주차,378.9079167,96.44375,17.6416667,1.0,197,2.4595833,30.414950352866246,9,2.66,5.63,97
3099,602,farm30,20170331,27주차,378.4166667,97.4966667,17.88875,0.3645833,2010,1.715,30.414950352866246,13,2.69,5.2,89
3100,602,farm30,20170401,27주차,379.4720833,88.5945833,20.2066667,0.0,2155,1.26,30.414950352866246,14,2.71,4.17,96
3101,604,farm30,20170402,28주차,380.0,87.4783333,20.6979167,0.0,1681,1.0616667,30.414950352866246,15,2.68,4.12,98
3102,604,farm30,20170403,28주차,380.0,92.7408333,19.5479167,0.0,1888,1.2741667,30.414950352866246,15,2.69,4.59,86
3103,604,farm30,20170404,28주차,375.1825,87.4783333,19.1808333,0.0116667,2026,2.2220833,30.414950352866246,15,2.7,5.29,91
3104,604,farm30,20170405,28주차,380.0,88.4395833,19.4420833,0.33125,2135,2.02,30.414950352866246,15,2.67,4.81,98
3105,604,farm30,20170406,28주차,378.9445833,82.5970833,19.4083333,0.0,2176,1.9933333,30.414950352866246,13,2.7,5.46,91
3106,604,farm30,20170407,28주차,380.0,83.6529167,19.5329167,0.0,1502,2.1458333,30.414950352866246,13,2.79,5.67,94
3107,604,farm30,20170408,28주차,380.0,85.7804167,19.9166667,0.01875,1929,2.4954167,30.414950352866246,14,2.68,4.19,100
3108,605,farm30,20170402,28주차,380.0,87.4783333,20.6979167,0.0,1681,1.0616667,30.414950352866246,15,2.68,4.12,98
3109,605,farm30,20170403,28주차,380.0,92.7408333,19.5479167,0.0,1888,1.2741667,30.414950352866246,15,2.69,4.59,86
3110,605,farm30,20170404,28주차,375.1825,87.4783333,19.1808333,0.0116667,2026,2.2220833,30.414950352866246,15,2.7,5.29,91
3111,605,farm30,20170405,28주차,380.0,88.4395833,19.4420833,0.33125,2135,2.02,30.414950352866246,15,2.67,4.81,98
3112,605,farm30,20170406,28주차,378.9445833,82.5970833,19.4083333,0.0,2176,1.9933333,30.414950352866246,13,2.7,5.46,91
3113,605,farm30,20170407,28주차,380.0,83.6529167,19.5329167,0.0,1502,2.1458333,30.414950352866246,13,2.79,5.67,94
3114,605,farm30,20170408,28주차,380.0,85.7804167,19.9166667,0.01875,1929,2.4954167,30.414950352866246,14,2.68,4.19,100
3115,606,farm30,20170402,28주차,380.0,87.4783333,20.6979167,0.0,1681,1.0616667,30.414950352866246,15,2.68,4.12,98
3116,606,farm30,20170403,28주차,380.0,92.7408333,19.5479167,0.0,1888,1.2741667,30.414950352866246,15,2.69,4.59,86
3117,606,farm30,20170404,28주차,375.1825,87.4783333,19.1808333,0.0116667,2026,2.2220833,30.414950352866246,15,2.7,5.29,91
3118,606,farm30,20170405,28주차,380.0,88.4395833,19.4420833,0.33125,2135,2.02,30.414950352866246,15,2.67,4.81,98
3119,606,farm30,20170406,28주차,378.9445833,82.5970833,19.4083333,0.0,2176,1.9933333,30.414950352866246,13,2.7,5.46,91
3120,606,farm30,20170407,28주차,380.0,83.6529167,19.5329167,0.0,1502,2.1458333,30.414950352866246,13,2.79,5.67,94
3121,606,farm30,20170408,28주차,380.0,85.7804167,19.9166667,0.01875,1929,2.4954167,30.414950352866246,14,2.68,4.19,100
3122,607,farm30,20170402,28주차,380.0,87.4783333,20.6979167,0.0,1681,1.0616667,30.414950352866246,15,2.68,4.12,98
3123,607,farm30,20170403,28주차,380.0,92.7408333,19.5479167,0.0,1888,1.2741667,30.414950352866246,15,2.69,4.59,86
3124,607,farm30,20170404,28주차,375.1825,87.4783333,19.1808333,0.0116667,2026,2.2220833,30.414950352866246,15,2.7,5.29,91
3125,607,farm30,20170405,28주차,380.0,88.4395833,19.4420833,0.33125,2135,2.02,30.414950352866246,15,2.67,4.81,98
3126,607,farm30,20170406,28주차,378.9445833,82.5970833,19.4083333,0.0,2176,1.9933333,30.414950352866246,13,2.7,5.46,91
3127,607,farm30,20170407,28주차,380.0,83.6529167,19.5329167,0.0,1502,2.1458333,30.414950352866246,13,2.79,5.67,94
3128,607,farm30,20170408,28주차,380.0,85.7804167,19.9166667,0.01875,1929,2.4954167,30.414950352866246,14,2.68,4.19,100
3129,608,farm30,20170409,29주차,380.0,84.5225,22.3241667,0.04875,2163,1.5795833,30.414950352866246,14,2.66,4.8,96
3130,608,farm30,20170410,29주차,380.0,84.9366667,22.2879167,0.0,126,1.30125,30.414950352866246,8,2.69,5.74,99
3131,608,farm30,20170411,29주차,380.0,96.7816667,18.6058333,0.3154167,1674,0.8966667,30.414950352866246,14,2.64,4.56,98
3132,608,farm30,20170412,29주차,380.0,87.425,19.2645833,0.0,2315,1.6954167,30.414950352866246,15,2.64,4.57,92
3133,608,farm30,20170413,29주차,380.0,80.7404167,19.6720833,0.0,605,1.525,30.414950352866246,10,2.7,5.62,86
3134,608,farm30,20170414,29주차,380.0,90.6133333,19.0016667,0.045,2063,0.6333333,30.414950352866246,14,2.66,4.96,96
3135,608,farm30,20170415,29주차,380.0,85.2183333,20.4595833,0.0,2234,1.4808333,30.414950352866246,15,2.66,4.11,92
3136,609,farm30,20170409,29주차,380.0,84.5225,22.3241667,0.04875,2163,1.5795833,30.414950352866246,14,2.66,4.8,96
3137,609,farm30,20170410,29주차,380.0,84.9366667,22.2879167,0.0,126,1.30125,30.414950352866246,8,2.69,5.74,99
3138,609,farm30,20170411,29주차,380.0,96.7816667,18.6058333,0.3154167,1674,0.8966667,30.414950352866246,14,2.64,4.56,98
3139,609,farm30,20170412,29주차,380.0,87.425,19.2645833,0.0,2315,1.6954167,30.414950352866246,15,2.64,4.57,92
3140,609,farm30,20170413,29주차,380.0,80.7404167,19.6720833,0.0,605,1.525,30.414950352866246,10,2.7,5.62,86
3141,609,farm30,20170414,29주차,380.0,90.6133333,19.0016667,0.045,2063,0.6333333,30.414950352866246,14,2.66,4.96,96
3142,609,farm30,20170415,29주차,380.0,85.2183333,20.4595833,0.0,2234,1.4808333,30.414950352866246,15,2.66,4.11,92
3143,611,farm30,20170409,29주차,380.0,84.5225,22.3241667,0.04875,2163,1.5795833,30.414950352866246,14,2.66,4.8,96
3144,611,farm30,20170410,29주차,380.0,84.9366667,22.2879167,0.0,126,1.30125,30.414950352866246,8,2.69,5.74,99
3145,611,farm30,20170411,29주차,380.0,96.7816667,18.6058333,0.3154167,1674,0.8966667,30.414950352866246,14,2.64,4.56,98
3146,611,farm30,20170412,29주차,380.0,87.425,19.2645833,0.0,2315,1.6954167,30.414950352866246,15,2.64,4.57,92
3147,611,farm30,20170413,29주차,380.0,80.7404167,19.6720833,0.0,605,1.525,30.414950352866246,10,2.7,5.62,86
3148,611,farm30,20170414,29주차,380.0,90.6133333,19.0016667,0.045,2063,0.6333333,30.414950352866246,14,2.66,4.96,96
3149,611,farm30,20170415,29주차,380.0,85.2183333,20.4595833,0.0,2234,1.4808333,30.414950352866246,15,2.66,4.11,92
3150,613,farm30,20170416,30주차,380.0,88.92375,19.6079167,0.045,2163,0.8766667,30.414950352866246,14,2.7,5.22,86
3151,613,farm30,20170417,30주차,380.0,85.08,19.6516667,0.0,1764,1.0654167,30.414950352866246,15,2.66,5.26,99
3152,613,farm30,20170418,30주차,380.0,84.1608333,19.8704167,0.0,1096,1.1516667,30.414950352866246,10,2.68,5.71,101
3153,613,farm30,20170419,30주차,380.0,89.235,20.8004167,0.0,1128,1.1125,30.414950352866246,8,2.66,5.75,100
3154,613,farm30,20170420,30주차,380.0,92.0241667,19.9275,0.31625,1584,0.86,30.414950352866246,15,2.71,5.68,90
3155,613,farm30,20170421,30주차,380.0,84.25375,19.5641667,0.0,325,1.5375,30.414950352866246,8,2.65,5.62,96
3156,613,farm30,20170422,30주차,380.0,81.7283333,20.8041667,0.0,334,2.3179167,30.414950352866246,10,2.69,5.61,93
3157,614,farm30,20170416,30주차,380.0,88.92375,19.6079167,0.045,2163,0.8766667,30.414950352866246,14,2.7,5.22,86
3158,614,farm30,20170417,30주차,380.0,85.08,19.6516667,0.0,1764,1.0654167,30.414950352866246,15,2.66,5.26,99
3159,614,farm30,20170418,30주차,380.0,84.1608333,19.8704167,0.0,1096,1.1516667,30.414950352866246,10,2.68,5.71,101
3160,614,farm30,20170419,30주차,380.0,89.235,20.8004167,0.0,1128,1.1125,30.414950352866246,8,2.66,5.75,100
3161,614,farm30,20170420,30주차,380.0,92.0241667,19.9275,0.31625,1584,0.86,30.414950352866246,15,2.71,5.68,90
3162,614,farm30,20170421,30주차,380.0,84.25375,19.5641667,0.0,325,1.5375,30.414950352866246,8,2.65,5.62,96
3163,614,farm30,20170422,30주차,380.0,81.7283333,20.8041667,0.0,334,2.3179167,30.414950352866246,10,2.69,5.61,93
3164,615,farm30,20170416,30주차,380.0,88.92375,19.6079167,0.045,2163,0.8766667,30.414950352866246,14,2.7,5.22,86
3165,615,farm30,20170417,30주차,380.0,85.08,19.6516667,0.0,1764,1.0654167,30.414950352866246,15,2.66,5.26,99
3166,615,farm30,20170418,30주차,380.0,84.1608333,19.8704167,0.0,1096,1.1516667,30.414950352866246,10,2.68,5.71,101
3167,615,farm30,20170419,30주차,380.0,89.235,20.8004167,0.0,1128,1.1125,30.414950352866246,8,2.66,5.75,100
3168,615,farm30,20170420,30주차,380.0,92.0241667,19.9275,0.31625,1584,0.86,30.414950352866246,15,2.71,5.68,90
3169,615,farm30,20170421,30주차,380.0,84.25375,19.5641667,0.0,325,1.5375,30.414950352866246,8,2.65,5.62,96
3170,615,farm30,20170422,30주차,380.0,81.7283333,20.8041667,0.0,334,2.3179167,30.414950352866246,10,2.69,5.61,93
3171,616,farm30,20170423,31주차,380.0,80.5866667,21.87375,0.0,309,1.6295833,30.414950352866246,10,2.65,5.66,89
3172,616,farm30,20170424,31주차,380.0,81.1291667,22.9816667,0.0,319,2.1195833,30.414950352866246,9,2.68,5.76,92
3173,616,farm30,20170425,31주차,380.0,82.6179167,22.2795833,0.0,261,1.4791667,30.414950352866246,8,2.66,5.65,96
3174,616,farm30,20170426,31주차,379.4720833,83.8870833,20.9670833,0.0,337,0.93375,30.414950352866246,10,2.68,5.6,95
3175,616,farm30,20170427,31주차,380.0,82.90625,22.0875,0.0,286,1.045,30.414950352866246,10,2.64,5.73,91
3176,616,farm30,20170428,31주차,380.0,86.4641667,22.7079167,0.0675,73,1.2270833,30.414950352866246,8,2.71,5.66,91
3177,616,farm30,20170429,31주차,380.0,96.1733333,21.73125,0.4391667,301,0.59125,30.414950352866246,9,2.7,5.73,101
3178,617,farm30,20170423,31주차,380.0,80.5866667,21.87375,0.0,309,1.6295833,30.414950352866246,10,2.65,5.66,89
3179,617,farm30,20170424,31주차,380.0,81.1291667,22.9816667,0.0,319,2.1195833,30.414950352866246,9,2.68,5.76,92
3180,617,farm30,20170425,31주차,380.0,82.6179167,22.2795833,0.0,261,1.4791667,30.414950352866246,8,2.66,5.65,96
3181,617,farm30,20170426,31주차,379.4720833,83.8870833,20.9670833,0.0,337,0.93375,30.414950352866246,10,2.68,5.6,95
3182,617,farm30,20170427,31주차,380.0,82.90625,22.0875,0.0,286,1.045,30.414950352866246,10,2.64,5.73,91
3183,617,farm30,20170428,31주차,380.0,86.4641667,22.7079167,0.0675,73,1.2270833,30.414950352866246,8,2.71,5.66,91
3184,617,farm30,20170429,31주차,380.0,96.1733333,21.73125,0.4391667,301,0.59125,30.414950352866246,9,2.7,5.73,101
3185,618,farm30,20170423,31주차,380.0,80.5866667,21.87375,0.0,309,1.6295833,30.414950352866246,10,2.65,5.66,89
3186,618,farm30,20170424,31주차,380.0,81.1291667,22.9816667,0.0,319,2.1195833,30.414950352866246,9,2.68,5.76,92
3187,618,farm30,20170425,31주차,380.0,82.6179167,22.2795833,0.0,261,1.4791667,30.414950352866246,8,2.66,5.65,96
3188,618,farm30,20170426,31주차,379.4720833,83.8870833,20.9670833,0.0,337,0.93375,30.414950352866246,10,2.68,5.6,95
3189,618,farm30,20170427,31주차,380.0,82.90625,22.0875,0.0,286,1.045,30.414950352866246,10,2.64,5.73,91
3190,618,farm30,20170428,31주차,380.0,86.4641667,22.7079167,0.0675,73,1.2270833,30.414950352866246,8,2.71,5.66,91
3191,618,farm30,20170429,31주차,380.0,96.1733333,21.73125,0.4391667,301,0.59125,30.414950352866246,9,2.7,5.73,101
3192,619,farm30,20170423,31주차,380.0,80.5866667,21.87375,0.0,309,1.6295833,30.414950352866246,10,2.65,5.66,89
3193,619,farm30,20170424,31주차,380.0,81.1291667,22.9816667,0.0,319,2.1195833,30.414950352866246,9,2.68,5.76,92
3194,619,farm30,20170425,31주차,380.0,82.6179167,22.2795833,0.0,261,1.4791667,30.414950352866246,8,2.66,5.65,96
3195,619,farm30,20170426,31주차,379.4720833,83.8870833,20.9670833,0.0,337,0.93375,30.414950352866246,10,2.68,5.6,95
3196,619,farm30,20170427,31주차,380.0,82.90625,22.0875,0.0,286,1.045,30.414950352866246,10,2.64,5.73,91
3197,619,farm30,20170428,31주차,380.0,86.4641667,22.7079167,0.0675,73,1.2270833,30.414950352866246,8,2.71,5.66,91
3198,619,farm30,20170429,31주차,380.0,96.1733333,21.73125,0.4391667,301,0.59125,30.414950352866246,9,2.7,5.73,101
3199,620,farm30,20170430,32주차,380.0,82.985,21.5825,0.0,365,1.4658333,30.414950352866246,10,2.68,5.7,94
3200,620,farm30,20170501,32주차,380.0,80.9704167,21.7058333,0.0,196,2.3454167,30.414950352866246,8,2.66,5.59,97
3201,620,farm30,20170502,32주차,380.0,88.38125,21.6820833,0.0,31,1.1433333,30.414950352866246,9,2.69,5.72,101
3202,620,farm30,20170503,32주차,380.0,97.6616667,20.1375,1.0,209,1.11,30.414950352866246,10,2.69,5.76,87
3203,620,farm30,20170504,32주차,380.0,90.7545833,21.3341667,0.0241667,554,1.5541667,30.414950352866246,9,2.66,5.74,101
3204,620,farm30,20170505,32주차,380.0,88.0045833,22.9820833,0.0,111,1.5045833,30.414950352866246,10,2.7,5.71,99
3205,620,farm30,20170506,32주차,380.0,96.105,20.0729167,0.3079167,577,0.84875,30.414950352866246,9,2.71,5.67,95
3206,621,farm30,20170430,32주차,380.0,82.985,21.5825,0.0,365,1.4658333,30.414950352866246,10,2.68,5.7,94
3207,621,farm30,20170501,32주차,380.0,80.9704167,21.7058333,0.0,196,2.3454167,30.414950352866246,8,2.66,5.59,97
3208,621,farm30,20170502,32주차,380.0,88.38125,21.6820833,0.0,31,1.1433333,30.414950352866246,9,2.69,5.72,101
3209,621,farm30,20170503,32주차,380.0,97.6616667,20.1375,1.0,209,1.11,30.414950352866246,10,2.69,5.76,87
3210,621,farm30,20170504,32주차,380.0,90.7545833,21.3341667,0.0241667,554,1.5541667,30.414950352866246,9,2.66,5.74,101
3211,621,farm30,20170505,32주차,380.0,88.0045833,22.9820833,0.0,111,1.5045833,30.414950352866246,10,2.7,5.71,99
3212,621,farm30,20170506,32주차,380.0,96.105,20.0729167,0.3079167,577,0.84875,30.414950352866246,9,2.71,5.67,95
3213,622,farm30,20170430,32주차,380.0,82.985,21.5825,0.0,365,1.4658333,30.414950352866246,10,2.68,5.7,94
3214,622,farm30,20170501,32주차,380.0,80.9704167,21.7058333,0.0,196,2.3454167,30.414950352866246,8,2.66,5.59,97
3215,622,farm30,20170502,32주차,380.0,88.38125,21.6820833,0.0,31,1.1433333,30.414950352866246,9,2.69,5.72,101
3216,622,farm30,20170503,32주차,380.0,97.6616667,20.1375,1.0,209,1.11,30.414950352866246,10,2.69,5.76,87
3217,622,farm30,20170504,32주차,380.0,90.7545833,21.3341667,0.0241667,554,1.5541667,30.414950352866246,9,2.66,5.74,101
3218,622,farm30,20170505,32주차,380.0,88.0045833,22.9820833,0.0,111,1.5045833,30.414950352866246,10,2.7,5.71,99
3219,622,farm30,20170506,32주차,380.0,96.105,20.0729167,0.3079167,577,0.84875,30.414950352866246,9,2.71,5.67,95
3220,623,farm30,20170430,32주차,380.0,82.985,21.5825,0.0,365,1.4658333,30.414950352866246,10,2.68,5.7,94
3221,623,farm30,20170501,32주차,380.0,80.9704167,21.7058333,0.0,196,2.3454167,30.414950352866246,8,2.66,5.59,97
3222,623,farm30,20170502,32주차,380.0,88.38125,21.6820833,0.0,31,1.1433333,30.414950352866246,9,2.69,5.72,101
3223,623,farm30,20170503,32주차,380.0,97.6616667,20.1375,1.0,209,1.11,30.414950352866246,10,2.69,5.76,87
3224,623,farm30,20170504,32주차,380.0,90.7545833,21.3341667,0.0241667,554,1.5541667,30.414950352866246,9,2.66,5.74,101
3225,623,farm30,20170505,32주차,380.0,88.0045833,22.9820833,0.0,111,1.5045833,30.414950352866246,10,2.7,5.71,99
