Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,일사량,급액횟수,급액EC(dS/m),급액pH,급액량(회당)
296,farm31,20210331,15,513.8633333,47.2395833,12.3133333,2221,17,2.33,5.23,85
296,farm31,20210401,15,502.1675,50.2341667,11.73875,2261,17,2.25,4.15,83
296,farm31,20210402,15,494.90125,59.8483333,9.91,550,20,2.16,5.91,75
296,farm31,20210403,15,510.3104167,52.2970833,11.245,2297,19,2.25,4.78,83
296,farm31,20210404,15,537.1125,48.3579167,11.9595833,2255,18,2.27,4.96,79
297,farm31,20210329,15,536.8913226,58.8034806,11.9561426,2189,17,2.22,4.44,85
297,farm31,20210330,15,525.8041667,47.18125,11.80125,1948,21,2.27,4.58,79
297,farm31,20210331,15,513.8633333,47.2395833,12.3133333,2221,17,2.33,5.23,85
297,farm31,20210401,15,502.1675,50.2341667,11.73875,2261,17,2.25,4.15,83
297,farm31,20210402,15,494.90125,59.8483333,9.91,550,20,2.16,5.91,75
297,farm31,20210403,15,510.3104167,52.2970833,11.245,2297,19,2.25,4.78,83
297,farm31,20210404,15,537.1125,48.3579167,11.9595833,2255,18,2.27,4.96,79
298,farm31,20210329,15,536.8913226,58.8034806,11.9561426,2189,17,2.22,4.44,85
298,farm31,20210330,15,525.8041667,47.18125,11.80125,1948,21,2.27,4.58,79
298,farm31,20210331,15,513.8633333,47.2395833,12.3133333,2221,17,2.33,5.23,85
298,farm31,20210401,15,502.1675,50.2341667,11.73875,2261,17,2.25,4.15,83
298,farm31,20210402,15,494.90125,59.8483333,9.91,550,20,2.16,5.91,75
298,farm31,20210403,15,510.3104167,52.2970833,11.245,2297,19,2.25,4.78,83
298,farm31,20210404,15,537.1125,48.3579167,11.9595833,2255,18,2.27,4.96,79
299,farm31,20210329,15,536.8913226,58.8034806,11.9561426,2189,17,2.22,4.44,85
299,farm31,20210330,15,525.8041667,47.18125,11.80125,1948,21,2.27,4.58,79
299,farm31,20210331,15,513.8633333,47.2395833,12.3133333,2221,17,2.33,5.23,85
299,farm31,20210401,15,502.1675,50.2341667,11.73875,2261,17,2.25,4.15,83
299,farm31,20210402,15,494.90125,59.8483333,9.91,550,20,2.16,5.91,75
299,farm31,20210403,15,510.3104167,52.2970833,11.245,2297,19,2.25,4.78,83
299,farm31,20210404,15,537.1125,48.3579167,11.9595833,2255,18,2.27,4.96,79
300,farm31,20210404,16,537.1125,48.3579167,11.9595833,2255,18,2.27,4.96,79
300,farm31,20210406,16,396.6258333,50.9222478,12.7548959,1911,17,2.24,4.46,81
300,farm31,20210407,16,388.7021393,61.5160714,17.2077538,2418,19,2.18,5.35,79
300,farm31,20210408,16,472.7918419,47.0473733,11.6125,1896,17,2.29,4.6,81
300,farm31,20210409,16,467.0008934,67.7873837,16.75257,1280,9,2.6,5.48,75
300,farm31,20210410,16,480.8941847,57.7215927,14.6026922,1632,20,2.68,5.58,101
301,farm31,20210404,16,537.1125,48.3579167,11.9595833,2255,18,2.27,4.96,79
301,farm31,20210406,16,396.6258333,50.9222478,12.7548959,1911,17,2.24,4.46,81
301,farm31,20210407,16,388.7021393,61.5160714,17.2077538,2418,19,2.18,5.35,79
301,farm31,20210408,16,472.7918419,47.0473733,11.6125,1896,17,2.29,4.6,81
301,farm31,20210409,16,467.0008934,67.7873837,16.75257,1280,9,2.6,5.48,75
301,farm31,20210410,16,480.8941847,57.7215927,14.6026922,1632,20,2.68,5.58,101
302,farm31,20210404,16,537.1125,48.3579167,11.9595833,2255,18,2.27,4.96,79
302,farm31,20210406,16,396.6258333,50.9222478,12.7548959,1911,17,2.24,4.46,81
302,farm31,20210407,16,388.7021393,61.5160714,17.2077538,2418,19,2.18,5.35,79
302,farm31,20210408,16,472.7918419,47.0473733,11.6125,1896,17,2.29,4.6,81
302,farm31,20210409,16,467.0008934,67.7873837,16.75257,1280,9,2.6,5.48,75
302,farm31,20210410,16,480.8941847,57.7215927,14.6026922,1632,20,2.68,5.58,101
303,farm31,20210404,16,537.1125,48.3579167,11.9595833,2255,18,2.27,4.96,79
303,farm31,20210406,16,396.6258333,50.9222478,12.7548959,1911,17,2.24,4.46,81
303,farm31,20210407,16,388.7021393,61.5160714,17.2077538,2418,19,2.18,5.35,79
303,farm31,20210408,16,472.7918419,47.0473733,11.6125,1896,17,2.29,4.6,81
303,farm31,20210409,16,467.0008934,67.7873837,16.75257,1280,9,2.6,5.48,75
303,farm31,20210410,16,480.8941847,57.7215927,14.6026922,1632,20,2.68,5.58,101
304,farm31,20210419,18,474.8819906,49.9594089,11.4545833,2316,16,2.25,4.31,85
304,farm31,20210420,18,490.4237185,46.2532177,13.2240216,1688,16,2.32,4.4,83
304,farm31,20210421,18,420.2639013,46.5308392,13.9080582,2010,21,2.28,5.24,80
304,farm31,20210422,18,518.7978403,53.7559523,12.8438988,1499,21,2.62,6.15,71
304,farm31,20210423,18,439.1673732,46.4526496,12.2720833,2163,21,2.21,4.72,82
304,farm31,20210424,18,456.6681829,57.5970528,11.4025154,911,18,2.16,5.79,76
304,farm31,20210425,18,377.4272233,55.6557952,12.5868045,1818,16,2.3,5.24,85
305,farm31,20210419,18,474.8819906,49.9594089,11.4545833,2316,16,2.25,4.31,85
305,farm31,20210420,18,490.4237185,46.2532177,13.2240216,1688,16,2.32,4.4,83
305,farm31,20210421,18,420.2639013,46.5308392,13.9080582,2010,21,2.28,5.24,80
305,farm31,20210422,18,518.7978403,53.7559523,12.8438988,1499,21,2.62,6.15,71
305,farm31,20210423,18,439.1673732,46.4526496,12.2720833,2163,21,2.21,4.72,82
305,farm31,20210424,18,456.6681829,57.5970528,11.4025154,911,18,2.16,5.79,76
305,farm31,20210425,18,377.4272233,55.6557952,12.5868045,1818,16,2.3,5.24,85
306,farm31,20210419,18,474.8819906,49.9594089,11.4545833,2316,16,2.25,4.31,85
306,farm31,20210420,18,490.4237185,46.2532177,13.2240216,1688,16,2.32,4.4,83
306,farm31,20210421,18,420.2639013,46.5308392,13.9080582,2010,21,2.28,5.24,80
306,farm31,20210422,18,518.7978403,53.7559523,12.8438988,1499,21,2.62,6.15,71
306,farm31,20210423,18,439.1673732,46.4526496,12.2720833,2163,21,2.21,4.72,82
306,farm31,20210424,18,456.6681829,57.5970528,11.4025154,911,18,2.16,5.79,76
306,farm31,20210425,18,377.4272233,55.6557952,12.5868045,1818,16,2.3,5.24,85
307,farm31,20210419,18,474.8819906,49.9594089,11.4545833,2316,16,2.25,4.31,85
307,farm31,20210420,18,490.4237185,46.2532177,13.2240216,1688,16,2.32,4.4,83
307,farm31,20210421,18,420.2639013,46.5308392,13.9080582,2010,21,2.28,5.24,80
307,farm31,20210422,18,518.7978403,53.7559523,12.8438988,1499,21,2.62,6.15,71
307,farm31,20210423,18,439.1673732,46.4526496,12.2720833,2163,21,2.21,4.72,82
307,farm31,20210424,18,456.6681829,57.5970528,11.4025154,911,18,2.16,5.79,76
307,farm31,20210425,18,377.4272233,55.6557952,12.5868045,1818,16,2.3,5.24,85
308,farm31,20210503,20,448.576349,60.6932746,12.5291721,660,19,2.26,5.81,71
308,farm31,20210504,20,473.6192238,57.4925519,11.66,985,20,2.24,5.94,73
308,farm31,20210505,20,411.4304175,53.2400903,12.8383939,1553,16,2.69,5.73,96
308,farm31,20210508,20,484.8512897,61.329813,15.2621178,608,16,2.18,5.93,75
308,farm31,20210509,20,374.9669003,65.5582716,14.5828666,335,18,2.31,6.04,70
309,farm31,20210503,20,448.576349,60.6932746,12.5291721,660,19,2.26,5.81,71
309,farm31,20210504,20,473.6192238,57.4925519,11.66,985,20,2.24,5.94,73
309,farm31,20210505,20,411.4304175,53.2400903,12.8383939,1553,16,2.69,5.73,96
309,farm31,20210508,20,484.8512897,61.329813,15.2621178,608,16,2.18,5.93,75
309,farm31,20210509,20,374.9669003,65.5582716,14.5828666,335,18,2.31,6.04,70
311,farm31,20210503,20,448.576349,60.6932746,12.5291721,660,19,2.26,5.81,71
311,farm31,20210504,20,473.6192238,57.4925519,11.66,985,20,2.24,5.94,73
311,farm31,20210505,20,411.4304175,53.2400903,12.8383939,1553,16,2.69,5.73,96
311,farm31,20210508,20,484.8512897,61.329813,15.2621178,608,16,2.18,5.93,75
311,farm31,20210509,20,374.9669003,65.5582716,14.5828666,335,18,2.31,6.04,70
312,farm31,20211203,1,620.2379167,51.6004167,10.2533333,634,15,2.6,5.92,57
312,farm31,20211204,1,583.9975,51.7583333,10.395,763,13,2.65,5.95,43
312,farm31,20211205,1,531.2183333,54.305,10.1075,572,14,2.58,5.94,35
312,farm31,20211206,1,500.4183333,48.49625,9.6933333,969,7,2.55,5.53,96
312,farm31,20211207,1,549.2525,48.16375,9.8291667,963,8,2.49,5.52,97
312,farm31,20211208,1,612.3825,49.00375,9.9041667,831,15,2.65,5.94,45
312,farm31,20211209,1,825.5158333,58.6116667,9.3854167,234,16,2.63,5.7,38
313,farm31,20211203,1,620.2379167,51.6004167,10.2533333,634,15,2.6,5.92,57
313,farm31,20211204,1,583.9975,51.7583333,10.395,763,13,2.65,5.95,43
313,farm31,20211205,1,531.2183333,54.305,10.1075,572,14,2.58,5.94,35
313,farm31,20211206,1,500.4183333,48.49625,9.6933333,969,7,2.55,5.53,96
313,farm31,20211207,1,549.2525,48.16375,9.8291667,963,8,2.49,5.52,97
313,farm31,20211208,1,612.3825,49.00375,9.9041667,831,15,2.65,5.94,45
313,farm31,20211209,1,825.5158333,58.6116667,9.3854167,234,16,2.63,5.7,38
314,farm31,20211203,1,620.2379167,51.6004167,10.2533333,634,15,2.6,5.92,57
314,farm31,20211204,1,583.9975,51.7583333,10.395,763,13,2.65,5.95,43
314,farm31,20211205,1,531.2183333,54.305,10.1075,572,14,2.58,5.94,35
314,farm31,20211206,1,500.4183333,48.49625,9.6933333,969,7,2.55,5.53,96
314,farm31,20211207,1,549.2525,48.16375,9.8291667,963,8,2.49,5.52,97
314,farm31,20211208,1,612.3825,49.00375,9.9041667,831,15,2.65,5.94,45
314,farm31,20211209,1,825.5158333,58.6116667,9.3854167,234,16,2.63,5.7,38
315,farm31,20211203,1,620.2379167,51.6004167,10.2533333,634,15,2.6,5.92,57
315,farm31,20211204,1,583.9975,51.7583333,10.395,763,13,2.65,5.95,43
315,farm31,20211205,1,531.2183333,54.305,10.1075,572,14,2.58,5.94,35
315,farm31,20211206,1,500.4183333,48.49625,9.6933333,969,7,2.55,5.53,96
315,farm31,20211207,1,549.2525,48.16375,9.8291667,963,8,2.49,5.52,97
315,farm31,20211208,1,612.3825,49.00375,9.9041667,831,15,2.65,5.94,45
315,farm31,20211209,1,825.5158333,58.6116667,9.3854167,234,16,2.63,5.7,38
316,farm31,20211216,3,624.9475,51.6954167,9.6579167,839,16,2.58,5.83,39
316,farm31,20211217,3,612.6929167,55.35,9.7575,671,14,2.69,5.94,57
316,farm31,20211218,3,491.2495833,53.63125,9.26375,967,7,2.55,5.53,98
316,farm31,20211219,3,450.7108333,52.31,8.54875,958,9,2.53,5.52,74
316,farm31,20211220,3,431.1630196,53.7354167,9.0645833,938,9,2.8,5.52,53
316,farm31,20211221,3,480.7225252,64.7806843,12.152768,802,16,2.64,5.7,38
316,farm31,20211222,3,616.8020833,55.8928036,9.7152522,703,14,2.6,5.84,57
317,farm31,20211216,3,624.9475,51.6954167,9.6579167,839,16,2.58,5.83,39
317,farm31,20211217,3,612.6929167,55.35,9.7575,671,14,2.69,5.94,57
317,farm31,20211218,3,491.2495833,53.63125,9.26375,967,7,2.55,5.53,98
317,farm31,20211219,3,450.7108333,52.31,8.54875,958,9,2.53,5.52,74
317,farm31,20211220,3,431.1630196,53.7354167,9.0645833,938,9,2.8,5.52,53
317,farm31,20211221,3,480.7225252,64.7806843,12.152768,802,16,2.64,5.7,38
317,farm31,20211222,3,616.8020833,55.8928036,9.7152522,703,14,2.6,5.84,57
318,farm31,20211216,3,624.9475,51.6954167,9.6579167,839,16,2.58,5.83,39
318,farm31,20211217,3,612.6929167,55.35,9.7575,671,14,2.69,5.94,57
318,farm31,20211218,3,491.2495833,53.63125,9.26375,967,7,2.55,5.53,98
318,farm31,20211219,3,450.7108333,52.31,8.54875,958,9,2.53,5.52,74
318,farm31,20211220,3,431.1630196,53.7354167,9.0645833,938,9,2.8,5.52,53
318,farm31,20211221,3,480.7225252,64.7806843,12.152768,802,16,2.64,5.7,38
318,farm31,20211222,3,616.8020833,55.8928036,9.7152522,703,14,2.6,5.84,57
319,farm31,20211216,3,624.9475,51.6954167,9.6579167,839,16,2.58,5.83,39
319,farm31,20211217,3,612.6929167,55.35,9.7575,671,14,2.69,5.94,57
319,farm31,20211218,3,491.2495833,53.63125,9.26375,967,7,2.55,5.53,98
319,farm31,20211219,3,450.7108333,52.31,8.54875,958,9,2.53,5.52,74
319,farm31,20211220,3,431.1630196,53.7354167,9.0645833,938,9,2.8,5.52,53
319,farm31,20211221,3,480.7225252,64.7806843,12.152768,802,16,2.64,5.7,38
319,farm31,20211222,3,616.8020833,55.8928036,9.7152522,703,14,2.6,5.84,57
323,farm29,20170305,28,627.7629167,99.4320833,17.8016667,1725,15,2.66,4.6,92
323,farm29,20170306,28,635.0695833,99.4483333,16.9920833,1402,14,2.77,5.61,101
323,farm29,20170307,28,614.0583333,99.4308333,16.5354167,1920,15,2.67,4.53,96
323,farm29,20170308,28,603.7020833,99.3770833,17.5508333,1895,14,2.71,5.38,98
323,farm29,20170309,28,606.0283333,99.4195833,17.67625,1681,14,2.67,4.56,87
323,farm29,20170310,28,608.7625,99.4429167,17.6779167,1879,14,2.7,5.13,94
323,farm29,20170311,28,600.6345833,99.3695833,17.6458333,1164,8,2.69,5.67,100
324,farm29,20170312,29,600.0870833,99.3908333,18.21875,1773,14,2.68,5.43,88
324,farm29,20170313,29,584.59875,99.36375,16.2204167,319,8,2.7,5.75,96
324,farm29,20170314,29,579.1683333,99.39625,16.8483333,1961,15,2.65,5.0,91
324,farm29,20170315,29,571.0825,99.3604167,17.7904167,1317,12,2.75,5.75,91
324,farm29,20170316,29,597.2716667,99.3820833,17.365,1174,12,2.8,5.68,93
324,farm29,20170317,29,588.9125,99.4233333,16.2779167,899,8,2.65,5.67,97
324,farm29,20170318,29,593.1829167,99.43,15.31875,373,9,2.65,5.71,89
325,farm29,20170312,29,600.0870833,99.3908333,18.21875,1773,14,2.68,5.43,88
325,farm29,20170313,29,584.59875,99.36375,16.2204167,319,8,2.7,5.75,96
325,farm29,20170314,29,579.1683333,99.39625,16.8483333,1961,15,2.65,5.0,91
325,farm29,20170315,29,571.0825,99.3604167,17.7904167,1317,12,2.75,5.75,91
325,farm29,20170316,29,597.2716667,99.3820833,17.365,1174,12,2.8,5.68,93
325,farm29,20170317,29,588.9125,99.4233333,16.2779167,899,8,2.65,5.67,97
325,farm29,20170318,29,593.1829167,99.43,15.31875,373,9,2.65,5.71,89
326,farm29,20170312,29,600.0870833,99.3908333,18.21875,1773,14,2.68,5.43,88
326,farm29,20170313,29,584.59875,99.36375,16.2204167,319,8,2.7,5.75,96
326,farm29,20170314,29,579.1683333,99.39625,16.8483333,1961,15,2.65,5.0,91
326,farm29,20170315,29,571.0825,99.3604167,17.7904167,1317,12,2.75,5.75,91
326,farm29,20170316,29,597.2716667,99.3820833,17.365,1174,12,2.8,5.68,93
326,farm29,20170317,29,588.9125,99.4233333,16.2779167,899,8,2.65,5.67,97
326,farm29,20170318,29,593.1829167,99.43,15.31875,373,9,2.65,5.71,89
327,farm29,20170312,29,600.0870833,99.3908333,18.21875,1773,14,2.68,5.43,88
327,farm29,20170313,29,584.59875,99.36375,16.2204167,319,8,2.7,5.75,96
327,farm29,20170314,29,579.1683333,99.39625,16.8483333,1961,15,2.65,5.0,91
327,farm29,20170315,29,571.0825,99.3604167,17.7904167,1317,12,2.75,5.75,91
327,farm29,20170316,29,597.2716667,99.3820833,17.365,1174,12,2.8,5.68,93
327,farm29,20170317,29,588.9125,99.4233333,16.2779167,899,8,2.65,5.67,97
327,farm29,20170318,29,593.1829167,99.43,15.31875,373,9,2.65,5.71,89
328,farm29,20170319,30,566.67125,99.47125,15.0354167,1707,14,2.67,4.32,94
328,farm29,20170320,30,573.60625,99.4270833,16.4154167,1554,13,2.78,5.71,101
328,farm29,20170321,30,573.0908333,99.5508333,14.7020833,1481,13,2.81,5.73,100
328,farm29,20170322,30,566.81375,99.5383333,12.9266667,412,10,2.67,5.76,97
328,farm29,20170323,30,596.6958333,99.5058333,16.1558333,2033,15,2.67,4.52,93
328,farm29,20170324,30,612.1520833,99.52625,14.5833333,725,9,2.65,5.68,100
328,farm29,20170325,30,567.0754167,99.5795833,13.48375,1702,13,2.7,4.81,88
331,farm29,20170319,30,566.67125,99.47125,15.0354167,1707,14,2.67,4.32,94
331,farm29,20170320,30,573.60625,99.4270833,16.4154167,1554,13,2.78,5.71,101
331,farm29,20170321,30,573.0908333,99.5508333,14.7020833,1481,13,2.81,5.73,100
331,farm29,20170322,30,566.81375,99.5383333,12.9266667,412,10,2.67,5.76,97
331,farm29,20170323,30,596.6958333,99.5058333,16.1558333,2033,15,2.67,4.52,93
331,farm29,20170324,30,612.1520833,99.52625,14.5833333,725,9,2.65,5.68,100
331,farm29,20170325,30,567.0754167,99.5795833,13.48375,1702,13,2.7,4.81,88
332,farm29,20170326,31,567.65,99.66625,12.8991667,2179,14,2.65,4.25,86
332,farm29,20170327,31,571.07375,99.6070833,14.325,2178,13,2.68,4.37,97
332,farm29,20170328,31,581.3758333,99.5925,15.4579167,1912,15,2.69,4.74,87
332,farm29,20170329,31,584.7929167,99.3633333,16.7454167,300,10,2.65,5.72,100
332,farm29,20170330,31,559.2854167,99.4033333,15.9895833,146,9,2.65,5.66,99
332,farm29,20170331,31,537.7766667,99.4516667,16.5870833,1752,15,2.69,4.55,89
332,farm29,20170401,31,564.51375,99.41625,18.0325,2154,15,2.68,4.11,94
333,farm29,20170326,31,567.65,99.66625,12.8991667,2179,14,2.65,4.25,86
333,farm29,20170327,31,571.07375,99.6070833,14.325,2178,13,2.68,4.37,97
333,farm29,20170328,31,581.3758333,99.5925,15.4579167,1912,15,2.69,4.74,87
333,farm29,20170329,31,584.7929167,99.3633333,16.7454167,300,10,2.65,5.72,100
333,farm29,20170330,31,559.2854167,99.4033333,15.9895833,146,9,2.65,5.66,99
333,farm29,20170331,31,537.7766667,99.4516667,16.5870833,1752,15,2.69,4.55,89
333,farm29,20170401,31,564.51375,99.41625,18.0325,2154,15,2.68,4.11,94
335,farm29,20170326,31,567.65,99.66625,12.8991667,2179,14,2.65,4.25,86
335,farm29,20170327,31,571.07375,99.6070833,14.325,2178,13,2.68,4.37,97
335,farm29,20170328,31,581.3758333,99.5925,15.4579167,1912,15,2.69,4.74,87
335,farm29,20170329,31,584.7929167,99.3633333,16.7454167,300,10,2.65,5.72,100
335,farm29,20170330,31,559.2854167,99.4033333,15.9895833,146,9,2.65,5.66,99
335,farm29,20170331,31,537.7766667,99.4516667,16.5870833,1752,15,2.69,4.55,89
335,farm29,20170401,31,564.51375,99.41625,18.0325,2154,15,2.68,4.11,94
337,farm29,20170402,32,567.7625,99.4529167,17.6016667,1680,15,2.69,5.36,100
337,farm29,20170403,32,581.3725,99.4316667,17.4133333,1781,14,2.7,5.38,96
337,farm29,20170404,32,579.6245833,99.4545833,17.0254167,2027,13,2.67,5.07,100
337,farm29,20170405,32,557.55375,99.4929167,16.4629167,2138,13,2.69,4.34,91
337,farm29,20170406,32,567.5554167,99.5975,16.015,2175,14,2.64,5.16,89
337,farm29,20170407,32,573.2291667,99.5645833,16.9933333,1497,13,2.73,5.74,87
337,farm29,20170408,32,586.16625,99.4441667,20.0429167,1928,14,2.65,5.36,94
338,farm29,20170402,32,567.7625,99.4529167,17.6016667,1680,15,2.69,5.36,100
338,farm29,20170403,32,581.3725,99.4316667,17.4133333,1781,14,2.7,5.38,96
338,farm29,20170404,32,579.6245833,99.4545833,17.0254167,2027,13,2.67,5.07,100
338,farm29,20170405,32,557.55375,99.4929167,16.4629167,2138,13,2.69,4.34,91
338,farm29,20170406,32,567.5554167,99.5975,16.015,2175,14,2.64,5.16,89
338,farm29,20170407,32,573.2291667,99.5645833,16.9933333,1497,13,2.73,5.74,87
338,farm29,20170408,32,586.16625,99.4441667,20.0429167,1928,14,2.65,5.36,94
339,farm29,20170402,32,567.7625,99.4529167,17.6016667,1680,15,2.69,5.36,100
339,farm29,20170403,32,581.3725,99.4316667,17.4133333,1781,14,2.7,5.38,96
339,farm29,20170404,32,579.6245833,99.4545833,17.0254167,2027,13,2.67,5.07,100
339,farm29,20170405,32,557.55375,99.4929167,16.4629167,2138,13,2.69,4.34,91
339,farm29,20170406,32,567.5554167,99.5975,16.015,2175,14,2.64,5.16,89
339,farm29,20170407,32,573.2291667,99.5645833,16.9933333,1497,13,2.73,5.74,87
339,farm29,20170408,32,586.16625,99.4441667,20.0429167,1928,14,2.65,5.36,94
340,farm29,20170409,33,603.1816667,99.3479167,21.07875,2164,14,2.66,4.33,96
340,farm29,20170410,33,591.0891667,99.3491667,17.2720833,123,9,2.68,5.72,88
340,farm29,20170411,33,521.7120833,99.5208333,16.365,1675,13,2.64,4.45,90
340,farm29,20170412,33,551.3529167,99.5054167,16.66875,2316,14,2.68,5.37,91
340,farm29,20170413,33,593.44875,99.51375,14.6225,605,10,2.65,5.6,94
340,farm29,20170414,33,581.975,99.415,18.4770833,2065,15,2.67,4.9,92
340,farm29,20170415,33,570.0166667,99.48625,18.2416667,2236,15,2.7,4.35,96
342,farm29,20170409,33,603.1816667,99.3479167,21.07875,2164,14,2.66,4.33,96
342,farm29,20170410,33,591.0891667,99.3491667,17.2720833,123,9,2.68,5.72,88
342,farm29,20170411,33,521.7120833,99.5208333,16.365,1675,13,2.64,4.45,90
342,farm29,20170412,33,551.3529167,99.5054167,16.66875,2316,14,2.68,5.37,91
342,farm29,20170413,33,593.44875,99.51375,14.6225,605,10,2.65,5.6,94
342,farm29,20170414,33,581.975,99.415,18.4770833,2065,15,2.67,4.9,92
342,farm29,20170415,33,570.0166667,99.48625,18.2416667,2236,15,2.7,4.35,96
343,farm29,20170409,33,603.1816667,99.3479167,21.07875,2164,14,2.66,4.33,96
343,farm29,20170410,33,591.0891667,99.3491667,17.2720833,123,9,2.68,5.72,88
343,farm29,20170411,33,521.7120833,99.5208333,16.365,1675,13,2.64,4.45,90
343,farm29,20170412,33,551.3529167,99.5054167,16.66875,2316,14,2.68,5.37,91
343,farm29,20170413,33,593.44875,99.51375,14.6225,605,10,2.65,5.6,94
343,farm29,20170414,33,581.975,99.415,18.4770833,2065,15,2.67,4.9,92
343,farm29,20170415,33,570.0166667,99.48625,18.2416667,2236,15,2.7,4.35,96
344,farm29,20170416,34,575.1125,99.5958333,17.6741667,2162,14,2.69,5.24,95
344,farm29,20170417,34,533.2733333,99.69125,17.30375,1763,15,2.65,4.41,93
344,farm29,20170418,34,555.3841667,99.4516667,19.2058333,1095,10,2.68,5.66,99
344,farm29,20170419,34,540.0508333,99.4245833,18.3633333,1129,8,2.7,5.72,90
344,farm29,20170420,34,545.4870833,99.5420833,16.3033333,1582,13,2.8,5.7,90
344,farm29,20170421,34,543.13125,99.5691667,18.0083333,1878,14,2.67,4.4,93
344,farm29,20170422,34,554.78375,99.52375,19.19375,1911,15,2.65,4.09,93
346,farm29,20170416,34,575.1125,99.5958333,17.6741667,2162,14,2.69,5.24,95
346,farm29,20170417,34,533.2733333,99.69125,17.30375,1763,15,2.65,4.41,93
346,farm29,20170418,34,555.3841667,99.4516667,19.2058333,1095,10,2.68,5.66,99
346,farm29,20170419,34,540.0508333,99.4245833,18.3633333,1129,8,2.7,5.72,90
346,farm29,20170420,34,545.4870833,99.5420833,16.3033333,1582,13,2.8,5.7,90
346,farm29,20170421,34,543.13125,99.5691667,18.0083333,1878,14,2.67,4.4,93
346,farm29,20170422,34,554.78375,99.52375,19.19375,1911,15,2.65,4.09,93
348,farm29,20170423,35,554.3704167,99.49625,19.945,1768,14,2.68,4.48,92
348,farm29,20170424,35,560.0816667,99.42125,19.5425,1827,14,2.66,5.07,97
348,farm29,20170425,35,569.4416667,99.4083333,18.5741667,1747,15,2.66,5.26,101
348,farm29,20170426,35,563.1320833,99.4858333,19.4595833,1941,14,2.69,4.93,99
348,farm29,20170427,35,573.5504167,99.3783333,20.0495833,1654,13,2.68,4.46,96
348,farm29,20170428,35,540.9516667,99.2783333,19.6075,463,8,2.66,5.65,86
348,farm29,20170429,35,533.5516667,99.41125,18.5504167,1740,14,2.68,4.68,90
349,farm29,20170423,35,554.3704167,99.49625,19.945,1768,14,2.68,4.48,92
349,farm29,20170424,35,560.0816667,99.42125,19.5425,1827,14,2.66,5.07,97
349,farm29,20170425,35,569.4416667,99.4083333,18.5741667,1747,15,2.66,5.26,101
349,farm29,20170426,35,563.1320833,99.4858333,19.4595833,1941,14,2.69,4.93,99
349,farm29,20170427,35,573.5504167,99.3783333,20.0495833,1654,13,2.68,4.46,96
349,farm29,20170428,35,540.9516667,99.2783333,19.6075,463,8,2.66,5.65,86
349,farm29,20170429,35,533.5516667,99.41125,18.5504167,1740,14,2.68,4.68,90
350,farm29,20170423,35,554.3704167,99.49625,19.945,1768,14,2.68,4.48,92
